,Sector,Industry,Chairman & Chief Executive Officer,Executive VP Head-Customer & Product Operations,Corporate headquarters,Symbol,Category
1,Communications,Major Telecommunications,Lowell C. McAdam,John G. Stratton,"New York, New York",VZ,profile
