,Sector,Industry,Chief Executive Officer & Director,Chief Financial Officer & Senior Vice President,Corporate headquarters,Symbol,Category
1,Commercial Services,Miscellaneous Commercial Services,Eugene A. Hall,Craig W. Safian,"Stamford, Connecticut",IT,profile
