,Sector,Industry,Chairman & Chief Executive Officer,President,Corporate headquarters,Symbol,Category
1,Energy Minerals,Oil Refining/Marketing,Greg C. Garland,Timothy Garth Taylor,"Houston, Texas",PSX,profile
