,Sector,Industry,Chief Executive Officer & Non-Independent Director,President & Chief Legal Officer,Corporate headquarters,Symbol,Category
1,Technology Services,Packaged Software,Satya Nadella,Bradford L. Smith,"Redmond, Washington",MSFT,profile
