,Sector,Industry,Chairman & Chief Executive Officer,Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Finance,Regional Banks,Bruce Winfield van Saun,John F. Woods,"Providence, Rhode Island",CFG,profile
