,Sector,Industry,Chairman & Chief Executive Officer,President,Corporate headquarters,Symbol,Category
1,Consumer Services,Casinos/Gaming,Stephen Alan Wynn,Matthew O. Maddox,"Las Vegas, Nevada",WYNN,profile
