,Sector,Industry,Chief Executive Officer & Director,"President, Chief Global Supply Chain & IT Officer",Corporate headquarters,Symbol,Category
1,Consumer Non-Durables,Apparel/Footwear,Gerald W. Evans,Michael E. Faircloth,"Winston-Salem, North Carolina",HBI,profile
