,Sector,Industry,"Chairman, President & Chief Executive Officer",Vice President-Operations,Corporate headquarters,Symbol,Category
1,Process Industries,Chemicals: Agricultural,Pierre R. Brondeau,Barry J. Crawford,"Philadelphia, Pennsylvania",FMC,profile
