,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Vice President,Corporate headquarters,Symbol,Category
1,Producer Manufacturing,Building Products,Keith J. Allman,John G. Sznewajs,"Taylor, Michigan",MAS,profile
