,Sector,Industry,Chairman & Chief Executive Officer,COO & Director-San Francisco Regional Market,Corporate headquarters,Symbol,Category
1,Finance,Real Estate Investment Trusts,Joel S. Marcus,Stephen A. Richardson,"Pasadena, California",ARE,profile
