,Previous close,Today’s open,Day’s range,Volume,Average volume (3 months),Market cap,Dividend yield,Symbol,Category
1,38.50,38.53,37.68 - 38.74,1107062,1217942,$3.6B,2.75%,PDCO,todays_trading
