,Sector,Industry,Chief Executive Officer & Director,President & Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Health Technology,Biotechnology,Mark J. Alles,Scott Andrew Smith,"Summit, New Jersey",CELG,profile
