,Sector,Industry,Chairman & Chief Executive Officer,President & Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Energy Minerals,Oil & Gas Production,William R. Thomas,Gary L. Thomas,"Houston, Texas",EOG,profile
