,Sector,Industry,Chairman & Chief Executive Officer,COO & Chief Executive-Europe,Corporate headquarters,Symbol,Category
1,Technology Services,Information Technology Services,Pierre Nanterme,Johan G. Deblaere,"Dublin, Dublin",ACN,profile
