,Sector,Industry,Chief Executive Officer & Director,President & Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Consumer Durables,Recreational Products,Margo Georgiadis,Richard L. Dickson,"El Segundo, California",MAT,profile
