,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Finance,Real Estate Investment Trusts,Timothy J. Naughton,Sean J. Breslin,"Arlington, Virginia",AVB,profile
