,Earnings growth (last year),Earnings growth (this year),Earnings growth (next 5 years),Revenue growth (last year),P/E ratio,Price/Sales,Price/Book,Symbol,Category
1,+20.61%,-6.03%,+7.00%,-2.16%,10.3,0.96,1.77,SIG,growth_and_valuation
