,Sector,Industry,"President, Chief Executive Officer & Director",Executive VP-Operations and Technology Systems,Corporate headquarters,Symbol,Category
1,Consumer Services,Restaurants,Stephen J. Easterbrook,James R. Sappington,"Oak Brook, Illinois",MCD,profile
