,Earnings growth (last year),Earnings growth (this year),Earnings growth (next 5 years),Revenue growth (last year),P/E ratio,Price/Sales,Price/Book,Symbol,Category
1,+71.26%,"+1,616.02%",-13.13%,-26.17%,NM,0.62,--,CHK,growth_and_valuation
