,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Financial Officer & Senior Vice President,Corporate headquarters,Symbol,Category
1,Non-Energy Minerals,Construction Materials,C. Howard Nye,James A. J. Nickolas,"Raleigh, North Carolina",MLM,profile
