,Sector,Industry,"President, Chief Executive Officer & Director",President-Global Geographies & Operations,Corporate headquarters,Symbol,Category
1,Transportation,Air Freight/Couriers,Jeffrey S. Musser,Richard H. Rostan,"Seattle, Washington",EXPD,profile
