,Sector,Industry,"Chairman, President & Chief Executive Officer",Vice President-Operations Development,Corporate headquarters,Symbol,Category
1,Consumer Durables,Tools & Hardware,Nicholas T. Pinchuk,Iain Boyd,"Kenosha, Wisconsin",SNA,profile
