,Sector,Industry,Chairman & Chief Executive Officer,President & Chief Advertising Revenue Officer,Corporate headquarters,Symbol,Category
1,Consumer Services,Broadcasting,Leslie Moonves,Jo Ann Ross,"New York, New York",CBS,profile
