,Sector,Industry,"Chairman, President & Chief Executive Officer","Executive VP, Head-Operations & Technology",Corporate headquarters,Symbol,Category
1,Finance,Major Banks,William Stanton Demchak,Steven C. van Wyk,"Pittsburgh, Pennsylvania",PNC,profile
