,Sector,Industry,Chairman & Chief Executive Officer,Chief Financial Officer & Vice President,Corporate headquarters,Symbol,Category
1,Health Technology,Pharmaceuticals: Major,Alex Gorsky,Dominic J. Caruso,"New Brunswick, New Jersey",JNJ,profile
