,Previous close,Today’s open,Day’s range,Volume,Average volume (3 months),Market cap,Dividend yield,Symbol,Category
1,73.22,73.23,73.19 - 73.78,1731227,1589938,$27.2B,4.72%,HCN,todays_trading
