,Sector,Industry,Chairman & Chief Executive Officer,"President, Chief Operating Officer & Director",Corporate headquarters,Symbol,Category
1,Technology Services,Data Processing Services,M. Troy Woods,Pamela A. Joseph,"Columbus, Georgia",TSS,profile
