,Sector,Industry,"President, Chief Executive Officer & Director",Chief Operating Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Consumer Non-Durables,Beverages: Alcoholic,Robert S. Sands,William A. Newlands,"Victor, New York",STZ,profile
