,Sector,Industry,"Chairman, President & Chief Executive Officer","CFO, Chief Strategy Officer & Executive VP",Corporate headquarters,Symbol,Category
1,Non-Energy Minerals,Construction Materials,J. Thomas Hill,John R. McPherson,"Birmingham, Alabama",VMC,profile
