,Sector,Industry,"President, Chief Executive Officer & Director",Chief Global Operations Officer,Corporate headquarters,Symbol,Category
1,Industrial Services,Oilfield Services/Equipment,Lorenzo Simonelli,Belgacem Chariag,"Houston, Texas",BHGE,profile
