,Earnings growth (last year),Earnings growth (this year),Earnings growth (next 5 years),Revenue growth (last year),P/E ratio,Price/Sales,Price/Book,Symbol,Category
1,-22.78%,+16.78%,+15.00%,+2.64%,40.0,2.37,5.08,XYL,growth_and_valuation
