,Sector,Industry,"President, Chief Executive Officer & Director",Senior Vice President-Global Operations,Corporate headquarters,Symbol,Category
1,Electronic Technology,Semiconductors,Hock E. Tan,Boon Chye Ooi,"Singapore, Central Singapore",AVGO,profile
