,Sector,Industry,Chairman & Chief Executive Officer,"President, Chief Operating Officer & Director",Corporate headquarters,Symbol,Category
1,Producer Manufacturing,Industrial Machinery,Thomas L. Williams,Lee C. Banks,"Cleveland, Ohio",PH,profile
