,Sector,Industry,"President, Chief Executive Officer & Director",Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Energy Minerals,Oil & Gas Production,David A. Hager,Tony D. Vaughn,"Oklahoma City, Oklahoma",DVN,profile
