,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Consumer Non-Durables,Food: Major Diversified,Sean M. Connolly,David S. Marberger,"Omaha, Nebraska",CAG,profile
