,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Finance,Real Estate Investment Trusts,James B. Connor,Mark A. Denien,"Indianapolis, Indiana",DRE,profile
