,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Utilities,Electric Utilities,Charles E. Jones,James F. Pearson,"Akron, Ohio",FE,profile
