,Sector,Industry,Chief Executive Officer & Director,President & Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Technology Services,Data Processing Services,Jeffrey Steven Sloan,David E. Mangum,"Atlanta, Georgia",GPN,profile
