,Sector,Industry,"President, Chief Executive Officer & Director",Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Finance,Real Estate Investment Trusts,Jay A. Brown,James D. Young,"Houston, Texas",CCI,profile
