,Sector,Industry,Chairman & Chief Executive Officer,Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Finance,Regional Banks,Robert G. Wilmers,Darren J. King,"Buffalo, New York",MTB,profile
