,Sector,Industry,"President, Chief Executive Officer & Director",Chief Operating Officer & Executive VP,Corporate headquarters,Symbol,Category
1,Electronic Technology,Computer Communications,François Locoh-Donou,Edward Julian Eames,"Seattle, Washington",FFIV,profile
