,Sector,Industry,"President, Chief Executive Officer & Trustee",Chief Operating Officer & VP-Western Coast,Corporate headquarters,Symbol,Category
1,Finance,Real Estate Investment Trusts,Donald C. Wood,Jan Sweetnam,"Rockville, Maryland",FRT,profile
