,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Financial Officer,Corporate headquarters,Symbol,Category
1,Transportation,Air Freight/Couriers,John P. Wiehoff,Andrew C. Clarke,"Eden Prairie, Minnesota",CHRW,profile
