,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Operating Officer-International & EVP,Corporate headquarters,Symbol,Category
1,Finance,Financial Conglomerates,John Robert Strangfeld,Charlie F. Lowrey,"Newark, New Jersey",PRU,profile
