,Sector,Industry,Chief Executive Officer,Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Process Industries,Chemicals: Specialty,Bhavesh Vaghjibhai Patel,Thomas Aebischer,"London, London & South East",LYB,profile
