,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Senior Vice President,Corporate headquarters,Symbol,Category
1,Process Industries,Containers/Packaging,Jerome A. Peribere,Carol P. Lowe,"Charlotte, North Carolina",SEE,profile
