,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Senior Vice President,Corporate headquarters,Symbol,Category
1,Electronic Technology,Electronic Production Equipment,Gary E. Dickerson,Daniel Durn,"Santa Clara, California",AMAT,profile
