,Sector,Industry,Chairman & Chief Executive Officer,"President, Chief Operating Officer & Director",Corporate headquarters,Symbol,Category
1,Producer Manufacturing,Trucks/Construction/Farm Machinery,Tom Linebarger,Rich Freeland,"Columbus, Indiana",CMI,profile
