,Sector,Industry,Chairman & Chief Executive Officer,President & Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Consumer Services,Hotels/Resorts/Cruiselines,Richard D. Fain,Adam M. Goldstein,"Miami, Florida",RCL,profile
