,Sector,Industry,"Chairman, President & Chief Executive Officer","COO-North America, Europe, Africa & Eurasia",Corporate headquarters,Symbol,Category
1,Consumer Non-Durables,Household/Personal Care,Ian M. Cook,Peter Justin Skala,"New York, New York",CL,profile
