,Sector,Industry,Chief Executive Officer & Director,Chief Operating Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Industrial Services,Oilfield Services/Equipment,Douglas J. Pferdehirt,Julian David Waldron,"London, London & South East",FTI,profile
