,Sector,Industry,Chairman & Chief Executive Officer,"President, Chief Operating Officer & Director",Corporate headquarters,Symbol,Category
1,Finance,Real Estate Investment Trusts,David E. Simon,Richard S. Sokolov,"Indianapolis, Indiana",SPG,profile
