,Earnings growth (last year),Earnings growth (this year),Earnings growth (next 5 years),Revenue growth (last year),P/E ratio,Price/Sales,Price/Book,Symbol,Category
1,+20.13%,+8.73%,+13.05%,+8.39%,34.5,3.39,5.73,CERN,growth_and_valuation
