,Sector,Industry,Chairman & Chief Executive Officer,Executive Vice President-Operations,Corporate headquarters,Symbol,Category
1,Health Technology,Biotechnology,Robert A. Bradway,Esteban Santos,"Thousand Oaks, California",AMGN,profile
