,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Senior Vice President,Corporate headquarters,Symbol,Category
1,Utilities,Electric Utilities,Pedro J. Pizarro,Maria C. Rigatti,"Rosemead, California",EIX,profile
