,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Financial Officer,Corporate headquarters,Symbol,Category
1,Consumer Services,Cable/Satellite TV,Reed Hastings,David B. Wells,"Los Gatos, California",NFLX,profile
