,Sector,Industry,Chairman & Chief Executive Officer,President & Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Finance,Major Banks,Kelly S. King,Christopher L. Henson,"Winston-Salem, North Carolina",BBT,profile
