,Sector,Industry,"President, Chief Executive Officer & Director",Executive Vice President-Operations,Corporate headquarters,Symbol,Category
1,Energy Minerals,Oil & Gas Production,Lee M. Tillman,Thomas Mitchell Little,"Houston, Texas",MRO,profile
