,Sector,Industry,"Chairman, President, Chief Executive Officer & COO",Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Utilities,Electric Utilities,Kevin B. Marsh,Jimmy Evan Addison,"Cayce, South Carolina",SCG,profile
