,Sector,Industry,Chief Executive Officer,Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Consumer Non-Durables,Food: Major Diversified,Jeff Harmening,Don Mulligan,"Minneapolis, Minnesota",GIS,profile
