,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Financial Officer & Senior VP-Finance,Corporate headquarters,Symbol,Category
1,Process Industries,Industrial Specialties,John G. Morikis,Allen J. Mistysyn,"Cleveland, Ohio",SHW,profile
