,Sector,Industry,"President, Chief Executive Officer & Director",Senior VP-Global Customer Support & Operations,Corporate headquarters,Symbol,Category
1,Technology Services,Packaged Software,Andrew Anagnost,Moonhie Chin,"San Rafael, California",ADSK,profile
