,Sector,Industry,Chief Executive Officer & Director,Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Retail Trade,Discount Stores,Todd J. Vasos,John W. Garratt,"Goodlettsville, Tennessee",DG,profile
