,Previous close,Today’s open,Day’s range,Volume,Average volume (3 months),Market cap,Dividend yield,Symbol,Category
1,60.48,60.58,60.44 - 61.03,3747105,5572235,$54.8B,2.11%,AIG,todays_trading
